"lam","Fobar","oza","ag","aw"
500,1.96099990291262,0.0279,0,0
501,1.88976705882353,0.0297,0,0
502,1.89169844660194,0.0317,0,0
503,1.96555490196079,0.0337,0,0
504,1.93116427184466,0.0358,0,0
505,1.98520029126214,0.0377,0,0
506,2.04217470588235,0.0394,0,0
507,2.028115,0.0406,0,0
508,1.995365,0.0412,0,0
509,1.962615,0.0409,0,0
510,1.92524980392157,0.0399,0,0
511,1.94374666666667,0.0387,0,0
512,1.94636553398058,0.0377,0,0
513,1.90683558823529,0.0371,0,0
514,1.86688745098039,0.0373,0,0
515,1.87573382352941,0.038,0,0
516,1.81634922330097,0.0392,0,0
517,1.69602529411765,0.0405,0,0
518,1.67450490196078,0.0421,0,0
519,1.76323039215686,0.0437,0,0
520,1.83836176470588,0.0454,0,0
521,1.86874568627451,0.0471,0,0
522,1.8667762745098,0.0488,0,0
523,1.85622294117647,0.0506,0,0
524,1.90086607843137,0.0523,0,0
525,1.92281352941176,0.0541,0,0
526,1.83456411764706,0.0559,0,0
527,1.74100643564357,0.0576,0,0
528,1.83489823529412,0.0594,0,0
529,1.91411803921569,0.0611,0,0
530,1.91857470588235,0.0628,0,0
531,1.94097722772277,0.0645,0,0
532,1.9274,0.0662,0,0
533,1.8984,0.0677,0,0
534,1.87939801980198,0.0691,0,0
535,1.90685735294118,0.0703,0,0
536,1.94405504950495,0.0711,0,0
537,1.87146294117647,0.0715,0,0
538,1.90638346534654,0.0717,0,0
539,1.891055,0.0718,0,0
540,1.83073465346535,0.0721,0,0
541,1.81911881188119,0.0727,0,0
542,1.88411078431373,0.0737,0,0
543,1.87273831683168,0.0748,0,0
544,1.90441475247525,0.0761,0,0
545,1.90477079207921,0.0774,0,0
546,1.90842089108911,0.0787,0,0
547,1.90031196078432,0.0801,0,0
548,1.86395702970297,0.0814,0,0
549,1.9108003960396,0.0826,0,0
550,1.90568752475248,0.0838,0,0
551,1.88744,0.0848,0,0
552,1.91512316831683,0.0858,0,0
553,1.87660376237624,0.0867,0,0
554,1.90204712871287,0.0876,0,0
555,1.90899653465347,0.0885,0,0
556,1.8781498019802,0.0895,0,0
557,1.827852,0.0907,0,0
558,1.83298405940594,0.0921,0,0
559,1.76903811881188,0.0939,0,0
560,1.79230574257426,0.0959,0,0
561,1.8472336,0.098,0,0
562,1.81160237623763,0.1003,0,0
563,1.81410791044776,0.1026,0,0
564,1.82118253731343,0.1049,0,0
565,1.81874445544554,0.1072,0,0
566,1.7826265,0.1094,0,0.006
567,1.83218277227723,0.1115,0,0.0141
568,1.8218864,0.1135,0,0.0224
